order_id,customer_id,order_status,order_purchase_timestamp,customer_unique_id,customer_state,order_purchase_in_months,review_score,review_comment_title,review_comment_message,payment_installments,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value,payment_value
00611822267e76e0055c25c18506f06e,8832232b097dba67d540a76f6ba88795,delivered,2018-07-26 13:35:01,c0d9dda253199c2d4d3a2a255b77e517,GO,5.0,4,recomendo,comprei a família incrível em 26/07/2018 e chegou em casa 31/07/2018... me surpreendi!,3,1,3d514fecadf6cef40a2a32a3c20cd1c8,23d7c96d4a1160db1c726b248601b25a,2018-08-03 13:50:14,159.9,20.31,180.21
0072847849eafe70995fa51a714c81ac,727dc68f327d34b77009f5d3da5250d9,delivered,2018-05-14 13:44:52,bb7422969f2b502894c5b02697ba986d,SP,7.0,4,Recomendo!!,Muito bom Produto!!,1,1,0f80705139ce16ea35bb489987399b55,de23c3b98a88888289c6f5cc1209054a,2018-05-18 04:52:44,219.99,14.9,234.89
007bbb40c95870c0f75a7855f2636c65,72a46280034e63cc3703b1f969f65733,delivered,2018-04-24 10:37:50,dce5c2ba30e0cdab93060715a2f7dafb,SP,8.0,5,Excelente,"Produto de ótima qualidade,muito fofo e super macio.",1,1,0ec7b6a863e219792bc4d50d3a62a839,1e8b33f18b4f7598d87f5cbee2282cc2,2018-04-30 11:31:27,148.9,13.95,162.85
008d9bf350ff02ed444b3452cf3f57e0,84f30d2805ae1bddbe5deefc84c80cd0,delivered,2018-06-04 08:57:02,0511b00dba27c937d7c1b15aa385359e,ES,6.0,5,super recomendo,Extrema pontualidade e ótimo produto.,1,1,efec0b0b076ce3f164b80145743ebc02,1da3aeb70d7989d1e6d9b0e887f97c23,2018-06-12 09:11:48,9.99,15.23,50.44
008d9bf350ff02ed444b3452cf3f57e0,84f30d2805ae1bddbe5deefc84c80cd0,delivered,2018-06-04 08:57:02,0511b00dba27c937d7c1b15aa385359e,ES,6.0,5,super recomendo,Extrema pontualidade e ótimo produto.,1,2,efec0b0b076ce3f164b80145743ebc02,1da3aeb70d7989d1e6d9b0e887f97c23,2018-06-12 09:11:48,9.99,15.23,50.44
0091a677651feaf5a08d7bb147681e14,93d82c58a8f2b0d2db80f16867b99edd,delivered,2018-08-24 13:27:17,40774d861c6ca4cc0139739a04d930a8,SP,4.0,4,Entrega no prazo,"Meu pedido foi entregue bem antes do prazo, obrigado, super recomendo.",1,1,bf06a69bb27c58156391de458700f3e7,6560211a19b47992c3666cc44a7e94c0,2018-08-28 13:44:42,38.0,7.53,45.53
0094bd07f49fed90209ffa62d1ef26d6,de0c1a4d8c367c58d66e61dfa379f4cf,delivered,2018-05-01 02:04:16,67339b5ed21a26219ebbeba53fba836a,SP,8.0,1,Não recebi o produto,Comprei o rímel tango de embalagem vermelha e recebi outro produto. Entrei em contato com a lannister solicitando informações para a troca e até agora ninguém respondeu.,1,1,d64e758afad411049a45e42c9a259241,5670f4db5b62c43d542e1b2d56b0cf7c,2018-05-09 04:12:53,11.53,7.39,18.92
0096668e5b0b8e9657a6f7209a4e58b4,b6fbaad4eb3a0794111683dca8122610,delivered,2018-07-11 13:33:21,839ec7c231c579ed10ddab6610f8f12b,SP,5.0,4,Recomendo,O produto atendeu minhas necessidades,2,1,55782cb82e0efe052da0a3da237da3b2,c003204e1ab016dfa150abc119207b24,2018-07-13 13:46:36,166.9,13.47,180.37
009838529bb913846ab6670d22865381,062cc8c5ff387d407645b93970baee73,delivered,2018-06-14 09:08:47,062238d27c69d03c3cf38b199d6a17a4,MG,6.0,3,PRODUTO COM DEFEITO,SOLICITEI DEVOLUÇÃO. PRODUTO COM DEFEITO,6,1,36826c711e5778c8d88a7311cc29c446,2d50d6282f8aa2257819a77bfaa0efe0,2018-06-20 09:31:04,129.0,47.4,176.4
00995d799817ecc3bd2abd8fbe59c430,266636baec3cfa8d854713f0b465a2cb,delivered,2018-07-26 11:25:18,f507945d757fe904ec16d8e7bb7ba7ad,RJ,5.0,1,Produto errado,Pedi um produto e veio outro ,1,1,f3b8bfa5b86249e75e5c0632acc0e82e,620c87c171fb2a6dd6e8bb4dec959fc6,2018-08-01 11:45:13,49.9,12.92,62.82
00a379dfab816a83741012b71b264098,5e3b89299a7d6e3e10f9bc6e77923f88,delivered,2018-08-03 19:50:50,464a3d024ae34727fcaf86198537f5f1,SP,4.0,1,Não recebi o produto.,"O prazo de entrega era até dia 08/08/2018 e até agora dia 10/08/2018 não recebi o produto. 
Completamente insatisfeita.",1,1,786248c98cab9ad5cccdb751909da1af,1da3aeb70d7989d1e6d9b0e887f97c23,2018-08-07 20:04:20,15.99,7.39,23.38
00a3f1ef430d3984dece2f39d6cbf431,6220c6ab35c110dc7945b0bba49dc486,delivered,2018-05-18 13:28:08,9b5ed7dd6e900a8dddac78911cc22562,SP,7.0,5,O ótimo,"Gostei muito da panela e do vendedor chegou no prazo
",8,1,f8b624d4e475bb8d1bddf1b65c6a64f6,b410bdd36d5db7a65dcd42b7ead933b8,2018-05-22 13:55:09,179.0,22.99,201.99
00a4d94df1c9757661679b2f4bd6d311,6fe655df4b9e1e4a3fc234cec27c55aa,delivered,2018-04-26 12:41:29,c934b7146180892c1d0c54bd452f0fda,SP,8.0,5,Ótimo,Ótimo,1,1,64d67d69ec57113ff99bbaab62ac1c53,634964b17796e64304cadf1ad3050fb7,2018-05-04 03:30:26,37.9,21.43,59.33
00ab210695a17fe10e6b23616ae5bc97,c87e0e6aa4b3321adb017785ff605af2,delivered,2018-06-12 06:19:27,0697142614905a50813d854fa08b8eaf,SP,6.0,4,Boa loja,Bom ,1,1,c6336fa91fbd87c359e44f5dca5a90ed,4c2b230173bb36f9b240f2b8ac11786e,2018-06-18 06:30:53,39.0,7.53,46.53
00ab3a43bda739029ffce95d3b2fb56c,c9f69364407bc8db796b2c6f1c353f61,delivered,2018-08-10 12:09:15,c683ed9776a3bb038982ef2aaacdb9a5,SP,4.0,5,Otimo,Produto de excelente qualidade.,1,1,634256dbcd184b3757ffd7632c9fe52a,42b729f859728f5079499127a9c2ef37,2018-08-14 02:50:31,27.9,7.46,35.36
00b12f4674177ef40c4bdb034138c843,5d6daccfa147ddbc4d54826f8645ca5c,delivered,2018-07-15 19:47:30,aa584bf61054b3967bbc9e8c6f74159f,SP,5.0,5,Ótimo custo x benefício,Produto chegou dentro do prazo. Veio conforme descrição e é excelente.,1,1,eb883e95b710f252cb15d0fb41d8bbe9,1025f0e2d44d7041d6cf58b6550e0bfa,2018-07-20 20:04:06,105.0,17.87,122.87
00b1861aeb89afa498404c684148a619,b8e531fc27d1abbe69022fc27589b3a1,delivered,2018-08-08 08:18:03,96e7f8f0dbefaa6e16563ac77d339bf0,RJ,4.0,3,falta de mercadoria,Esclareço que a entrega veio incompleta faltando 01 capa de chuva. solicito providências.,2,1,7e8067e7e5ce7aec0e2cb7c1a456d112,0691148aee60ca47977c187804f935ae,2018-08-14 08:30:14,25.79,23.33,98.24
00b1861aeb89afa498404c684148a619,b8e531fc27d1abbe69022fc27589b3a1,delivered,2018-08-08 08:18:03,96e7f8f0dbefaa6e16563ac77d339bf0,RJ,4.0,3,falta de mercadoria,Esclareço que a entrega veio incompleta faltando 01 capa de chuva. solicito providências.,2,2,7e8067e7e5ce7aec0e2cb7c1a456d112,0691148aee60ca47977c187804f935ae,2018-08-14 08:30:14,25.79,23.33,98.24
00b2d2f2b5f7b98e6b1828764660134e,afc13494642f88d253be56a1e353e261,delivered,2018-08-09 08:27:54,2b22fac410c77b08b937809c68e7481e,SP,4.0,4,RECOMENDO ,"RELOGIO LINDO ,POREM ELE É PEQUENO ,ESTOU ACOSTUMADA COM RELOGIOS TIPO FAUSTAO RS ,MAS ESSE BEM LEVE ,SÓ QUE VEIO CAIXA DE PAPEL BEM INFERIOR POR SER CASIO ",4,1,e0d64dcfaa3b6db5c54ca298ae101d05,7d13fca15225358621be4086e1eb0964,2018-08-20 08:50:19,146.01,13.68,159.69
00b6c055922e0ed2d88efdd252b2fb64,f7bdab6e68a28bf26acc7cbd785790fc,delivered,2018-05-01 16:01:41,95a4a22f35928ef1a276bdef2d07081f,SP,8.0,4,gostei muito,"gostei, muito bonita.......",1,1,c075b8e131353552218860f1c421e4ef,f80edd2c5aaa505cc4b0a3b219abf4b8,2018-05-07 16:15:13,59.9,11.15,71.05
00b6e66f005a657a6b13eedcacdf9342,3f0ce4e8579d852bd56ab8bbe66f1870,delivered,2018-08-11 10:47:05,6ac4c2b8476a9b14dc824e2cda804dfc,RJ,4.0,1,ENTREGA DESASTROSA,"Comprei 2 (dois) Tablet Qbex Zupin TX120 7"" 4GB Dual Core Android 4.2 Preto e recebi apenas 1 (um). A nota fiscal apresenta 2 unidades, mas na caixa lacrada só havia 1 (um). Me considero roubado.",8,1,e7cc48a9daff5436f63d3aad9426f28b,53243585a1d6dc2643021fd1853d8905,2018-08-16 11:04:38,199.0,39.66,477.32
00b6e66f005a657a6b13eedcacdf9342,3f0ce4e8579d852bd56ab8bbe66f1870,delivered,2018-08-11 10:47:05,6ac4c2b8476a9b14dc824e2cda804dfc,RJ,4.0,1,ENTREGA DESASTROSA,"Comprei 2 (dois) Tablet Qbex Zupin TX120 7"" 4GB Dual Core Android 4.2 Preto e recebi apenas 1 (um). A nota fiscal apresenta 2 unidades, mas na caixa lacrada só havia 1 (um). Me considero roubado.",8,2,e7cc48a9daff5436f63d3aad9426f28b,53243585a1d6dc2643021fd1853d8905,2018-08-16 11:04:38,199.0,39.66,477.32
00ba57ae98928df6ba6ec9d3d8d4b1b7,8545a9b7b5b52bc607f0fe72c7dd323e,delivered,2018-07-16 22:06:13,6e0547a3483b069df1f0fb2414669584,RJ,5.0,5,Excelente,"Chegou bem antes do prazo, o relógio é lindo!",7,1,69455f41626a745aea9ee9164cb9eafd,bce6a5ecf98e99fd2a8868b15c51f04b,2018-07-25 22:20:45,130.0,19.01,149.01
00bd2cb7e9076e1ccc9f766fc01a4cfd,45016dcb53fa07cb0c050dc78b2d6f51,delivered,2018-04-18 10:00:14,c5fd8c6fc581f9792cf214b22363671f,SP,8.0,1,Cartucho HP Genérico,Cartucho genérico sendo vendido como original.,2,1,1427b126f61597524866770b05d4eed2,0b90b6df587eb83608a64ea8b390cf07,2018-04-30 10:15:17,98.81,13.81,112.62
00beb247698c6aae94e3f859d279e2cd,fb6730884fc4466765ef8619cfe90ced,delivered,2018-05-24 22:21:17,86c7815d3793c770f05377f877736e95,SP,7.0,2,aguardando para avalia,Aguardando para avaliar ,1,1,216bb0e0cd43ffd832e0973d35e0377e,955fee9216a65b617aa5c0531780ce60,2018-05-29 02:18:43,45.0,7.39,52.39
00c763284c0056eed753352f5559ff0a,0bbbcba4fb2d97e129f2f2622d82eabc,delivered,2018-05-31 23:51:24,521af0bcb7fe9f806c95e09422b38a43,SP,7.0,4,****,nada a declarar por enquanto.,6,1,99a4788cb24856965c36a24e339b6058,4a3ca9315b744ce9f8e9374361493884,2018-06-11 00:10:44,79.9,14.65,94.55
00c8bfbb0a1224dcdb0180a544247159,97cba178632e2fed3edec61ce374fb60,delivered,2018-05-06 21:33:24,8396c03f207f8a7b155a99fc1e56a98e,SP,7.0,3,Loja é ótima,"Eu comprei umas cestas de vime, comprei 6, só que veio faltando uma tampa. Então não fiquei totalmente satisfeita! Mas o produto é muito bom!",8,1,81e11b02560e506662f5d75a88b94fa5,99a54764c341d5dc80b4a8fac4eba3fb,2018-05-13 21:31:11,158.0,15.2,173.2
00cee8a4dbb042385cbbd84699e78b2e,450a869eb52446baa38f4beeecbc5843,delivered,2018-07-20 04:13:54,013ef03e0f3f408dd9bf555e4edcdc0a,SP,5.0,5,Sim recomendo a loja,recebi o produto intacto,1,1,79e42c4fa2bde6e0c828d23c4fb7df35,6d66611d7c44cc30ce351abc49a68421,2018-07-26 04:25:10,59.9,9.17,69.07
00d0ff2017f9ea13dd7eec7470ca473a,3341e65ccc3a083fcc8775020854154f,delivered,2018-06-18 11:12:41,d181089fdc7cd010c9e402ccedb4c48c,SP,6.0,5,100%,Ótimo ,1,1,1809be4f054d8243278d6c83207696ee,11bfa66332777660bd0640ee84d47006,2018-07-02 02:55:03,56.0,18.69,74.69
00e32e413e017e64ff93a9e800b8e1be,9403d354eae44e50158601ecc4be7060,delivered,2018-04-30 09:14:50,3cfbe790a05c2d302c768b447864d7a1,SP,8.0,5,Parece ok,"Estou em obras e não abri os rolos para conferir, mas aparentemente está tudo certinho. ",1,1,11a0fdc4251f15bb96dbfff7ef5475eb,77530e9772f57a62c906e1c21538ab82,2018-05-07 09:30:28,299.0,23.17,322.17
00e365f4fc03d1098841af23d05c17a6,491609eeefc72ee67ee5b42e63ba9859,delivered,2018-08-20 09:40:45,2bb3ba4dc5cea88949645027d417b4d4,PR,4.0,5,"Excelente, recomendo",Ótimo produto,3,1,b5adf7b72a7eb667aafd446581c35f3f,7d13fca15225358621be4086e1eb0964,2018-08-28 14:51:17,175.0,19.33,194.33
00eead1d5a799277ef3d6b387b0bebef,c713fee6f70301b6bf60701902502703,delivered,2018-08-27 18:45:54,52e9f9328ec2e09868646b23c108b099,SP,4.0,5,muito bom,mais rapido que ja vi,5,1,2bd9b51a9ab079e095aca987845d3266,81f89e42267213cb94da7ddc301651da,2018-08-30 19:04:07,85.0,13.26,98.26
00f251b943aba645652c7138e4716fee,3d54e262ab34438486bd0eb8bf022c2f,delivered,2018-08-13 11:18:25,f2479f8d117c49610d5a2d006b4ab716,RS,4.0,5,Super recomendado,Estou plenamente satisfeita com minha aquisição. E recomendo. A única coisa que não concordo é com o valor de frete. Autíssimo.,1,1,35afc973633aaeb6b877ff57b2793310,4a3ca9315b744ce9f8e9374361493884,2018-08-15 11:44:26,77.9,23.35,101.25
00f426c7214575822c3cb44ea59ef0f6,f5958334207adf09817b5451cba61651,delivered,2018-07-13 07:40:22,8262ef5046932be5b3279393f8476614,PB,5.0,5,Muito bom,"Veio tudo certinho, eu super recomendo esse produto.chegou antes do previsto.
",1,1,69c5919a1b057b3d3d8b58f3b9b4b89d,47efca563408aae19bb7206c2d969ea9,2018-07-17 08:45:09,71.0,23.65,94.65
00f86b368251d739f1896d41469b2b7a,14c152bfbd60c86aa6bc4d4e68a9378e,delivered,2018-08-17 23:15:06,51364d114acc5ab07134bd34edaa1722,RS,4.0,5,Bom parceiro,Tudo certo recomendo,4,1,9b08a09bf2fd9731cfca8cb3db24457c,392353362d22cc2c236e1ee81ff19890,2018-08-20 23:30:08,39.97,18.38,175.05
00f86b368251d739f1896d41469b2b7a,14c152bfbd60c86aa6bc4d4e68a9378e,delivered,2018-08-17 23:15:06,51364d114acc5ab07134bd34edaa1722,RS,4.0,5,Bom parceiro,Tudo certo recomendo,4,2,9b08a09bf2fd9731cfca8cb3db24457c,392353362d22cc2c236e1ee81ff19890,2018-08-20 23:30:08,39.97,18.38,175.05
00f86b368251d739f1896d41469b2b7a,14c152bfbd60c86aa6bc4d4e68a9378e,delivered,2018-08-17 23:15:06,51364d114acc5ab07134bd34edaa1722,RS,4.0,5,Bom parceiro,Tudo certo recomendo,4,3,9b08a09bf2fd9731cfca8cb3db24457c,392353362d22cc2c236e1ee81ff19890,2018-08-20 23:30:08,39.97,18.38,175.05
00f9b0236a85fb8a06fbd9b9c53fddd8,dd6ff79fddc7e5fadda7b83b2bf4383b,delivered,2018-04-22 15:59:19,1bd9ea0e69c784dfd93facf065b406d0,SP,8.0,5,Exelente!,"Olá ,obrigado o produto chegou em perfeito estado e muito antes do prazo previsto po vcs !!
Em breve voltarei para comprar outros produtos bem interessante para minha saude!!amei as amostras.",6,1,b74cc46deca5ba8f6a2226df8041a0b7,0ec28cec4046a4a199b6de9b4c891d97,2018-04-27 16:32:17,146.9,19.72,166.62
00f9b6769c6648ac08bf43081d1f2b07,66f800bfc254bf9cec8041dd1896fcb7,delivered,2018-05-12 09:34:32,77d8e34ae93d396ecba7a3b230180620,SP,7.0,1,Falta de informação.,"Meu produto estava previsto para entrega em junho/18. Porém houve antecipação sem avisos do site e nem do correios. Por fim, tive q buscar meu produto, isso pq paguei o frete.",2,1,e53e557d5a159f5aa2c5e995dfdf244b,88460e8ebdecbfecb5f9601833981930,2018-05-25 09:54:26,79.9,9.71,89.61
00fe20fc069833ab95021b46d6862646,ddb83a5b3161520fcd64863c1a266ec4,delivered,2018-04-25 21:35:14,9b06f6c009832ad8a108a8ae7367ad4c,RJ,8.0,5,Muito bom!,"Gente recebi meu relógio em 2 dias, muito rápido, o produto certinho, estou muito satisfeita.Recomendo!",7,1,cd4b1bc1c7c94fdcd94b2a7a87eeb050,056b4ada5bbc2c50cc7842547dda6b51,2018-05-02 21:51:22,142.0,8.02,150.02
010efe60bdadc9261d1902f3c1dda5f3,ac950cebc3bfe72c92a3768b6e8d3856,delivered,2018-06-07 16:46:09,ef6f8fd740ae1fe88a80a321306bac50,MG,6.0,4,Recomendo,"O produto atendeu as minhas expectativas, recomendo aos interessados!",1,1,fea7f0c147905a41ca324c0e3234a4c7,18a349e75d307f4b4cc646a691ed4216,2018-06-20 17:00:52,110.0,18.65,128.65
011080783e02d05b26c8c158b3653a42,7e1d6ae9c77f1010a374656024661408,delivered,2018-06-14 15:22:53,aac87016855bd40827b41313863872e4,SP,6.0,4,Super recomendo,"produto bem embalado, chegou antes do prazo e de ótima qualidade ",1,1,9f69acd4da62618a3f6365b732d00ccd,897060da8b9a21f655304d50fd935913,2018-06-22 15:38:55,33.9,13.82,47.72
0113affd907a209209ab08413bb54226,e4d417e5628f278edd59031ac99c168a,delivered,2018-07-09 20:46:49,ec7d40c66edb9281d1d9d58d6a974fac,TO,5.0,2,Produto não condiz ,"Produto comprado foi Moringa em cápsulas, a qual, já fazia uso porém de farmácia de manipulação local. Este que comprei agora não faz efeito algum.",4,1,19c91ef95d509ea33eda93495c4d3481,06a2c3af7b3aee5d69171b0e14f0ee87,2018-07-16 20:55:27,122.99,63.11,186.1
011c899816ea29773525bd3322dbb6aa,c15a53f6fbae984bcbf4ac7bc4395cc3,delivered,2018-04-30 15:02:34,6a9501d542243cbdd043c91a66795279,RJ,8.0,2,Achei estranha a embalage,"Recebi o produto numa embalagem de papel, geralmente esses relógios vem numa embalagem de materiais duro etc, fiquei com medo de ser falsificado. ",1,1,53b36df67ebb7c41585e8d54d6772e08,7d13fca15225358621be4086e1eb0964,2018-05-07 05:30:45,99.9,0.0,99.9
012ea594e035047289b3e7c3f8b90cef,39851c46815f49fafb7bc26ed6bf513d,delivered,2018-05-03 21:10:55,e51e07cef993df6ce1e8604ba2261b5d,SP,7.0,3,luminária ok,precisa ter a descrição do tipo da lampada no anuncio. é 12v 50w filamento que esquenta,1,1,0c7ec2b24166d57ac38a9db523711782,bd4889b5e9133b35b66e42a8665cea5c,2018-05-10 03:10:23,61.2,11.15,72.35
0132f39e8ad9b42ad2d41c847f44c0ed,a09467d10848ae399caa6f3fb072c6cd,delivered,2018-07-05 14:49:56,25511fcf533a8ec723b46f105394da12,SP,5.0,5,sim,Muito bom,3,1,fc13bac52be6640d9a77f54894e2c0e6,e24d3429d294b2eb200b064ebb035879,2018-07-11 15:30:43,28.8,8.36,37.16
013a98b3a668bcef05b98898177f6923,60c23b4f05e926f24472f5ae2ec6b89c,delivered,2018-08-11 23:17:37,00504b68faa074d0f40adcb4f7727f71,RJ,4.0,3,Recomendo,"os produtos comparados form entregues antes do prazo.
Mas o valor do frete esta muito alto.",3,1,a93ad122024312ca432da7f7b32474b4,8a432f4e5b471f8da497d7dc517666e2,2018-08-13 23:30:11,63.0,23.35,198.7
013a98b3a668bcef05b98898177f6923,60c23b4f05e926f24472f5ae2ec6b89c,delivered,2018-08-11 23:17:37,00504b68faa074d0f40adcb4f7727f71,RJ,4.0,3,Recomendo,"os produtos comparados form entregues antes do prazo.
Mas o valor do frete esta muito alto.",3,2,306b0c58328826c0564cbc520787d508,7ad32824caee82087b3e2e5f33b1bf32,2018-08-13 23:30:11,89.0,23.35,198.7
01442602b15d4127a84ca6ac1507ee2d,5f816233eb2322dd00015934ff84693c,delivered,2018-07-29 14:13:19,9f9b454e416375f3c705666a76c37114,ES,5.0,4,Muito bom,O relógio é ótimo e bonito,10,1,d7cdea99e6f50310c242d02f16f1f63c,966cb4760537b1404caedd472cc610a5,2018-08-01 14:25:12,504.0,19.72,523.72
01490a4bdacbafe6de009b317a0c8bf6,f9dfd7942a2d7f1588b7638a9bdc8ff1,delivered,2018-06-12 13:46:53,ebf40c0db4fe06ddd15a7a44238c986e,RJ,6.0,5,Excelente parceiro,Parceiro muito rápido e eficiente. Recomendo.,5,1,e1fad996d18315862e15d09446c5c65d,ea67327e24487bdfac5fbfa37ea124df,2018-06-18 14:04:57,127.45,23.69,151.14
0159c6355a4e32f6ac68d838e2228150,bf0176bae5facd261148fb881ccb8cc6,delivered,2018-06-15 13:41:08,34745b94e42969e956d446695f58421b,SP,6.0,4,Recomento,"Produto entregue, fim de semana irei montar.",15,1,a00722035cea70bbf671b758459cde42,25be943a321c8938947bdaabca979a90,2018-06-21 14:03:58,189.0,53.11,242.11
015ed18d7ea7ca5c14f3c1decc55daf1,4eca2e495967922f24cbc0600040e006,delivered,2018-05-24 12:31:24,2405f1b2ab4f5660d9338425029ddb50,SP,7.0,5,Positivo,Capas excelentes. Recomendo ,1,1,2fc7741cb6ea76e7164f448adc44652d,da8622b14eb17ae2831f4ac5b9dab84a,2018-05-28 12:59:20,59.9,9.26,69.16
01825d0debce07b6502f4aff38a00e69,8d4ed4f811a7873a31183d7d7db8f470,delivered,2018-07-11 10:46:20,9dc80712fe7b594cb2022882737397c2,BA,5.0,5,Amei! ,Muito bonito!!!! Satisfeita com o material!!! ,10,1,3d1d7aa3dfc91ac9490303d6c7342e83,4a3ca9315b744ce9f8e9374361493884,2018-07-13 11:08:06,189.0,23.25,212.25
018cb6a10649393055c272ba2984e8bb,169c3ca987a830baef97320592292dae,delivered,2018-04-03 18:28:35,f55f5b958b01f7040f6f42c0abaca6f4,GO,8.0,5,Entrega dentro do praxp,Produto muito bom. Preço realmente bom em relação a execelente qualidade do produto. ,7,1,3c949f7dabf571691248f935a0063fbd,ececbfcff9804a2d6b40f589df8eef2b,2018-04-09 18:49:48,56.8,18.28,75.08
